,name,rebuttal,len_rebuttal
860,Tapper,"Thank you, Dr. Carson.",4
861,Carson,... first.,2
862,Tapper,"I mean, interesting say that, I want ask Governor Christie something else said. Governor Christie, just marked 14th anniversary 9/11 attacks. Now Dr. Carson said president time, United States gone war Afghanistan. What say Dr. Carson respond president America attacked again?",41
863,Christie,"Well, Jake, I named U.S. attorney President Bush September 10th, 2001. And next day wife Mary Pat every day, traveled World Trade Center went office two blocks World Trade Center. And planes hit, five-and-a-half-hours that, I reach her, know whether dead alive, three children time, 8, 5 1. And I confront many thousands others region confront, idea I might become single parent, idea life children's life might changed forever. We lost friends day. We went funerals. And I will tell people wanted deserved America answer back done them. And I support President Bush time, going Afghanistan, hunting al Qaeda leaders, getting sanctuary place, making difficult around world move people money. And went prosecutors like us, said, never again. Don't prosecute people crime committed. Intervene crime happens. I absolutely believe president time right. And I proud one people stage part making sure Governor Bush said truth. America safe seven years Barack Obama taken safety away us.",155
864,Tapper,Dr. Carson?,2
865,Carson,"Well, recognize that, know, President George W. Bush great friend ours, spent many wonderful days White House. I last seven years. I probably food-tester. (LAUGHTER) But rate, I suggest nothing done. What I suggested President Bush Kennedy-esque, sense Russians got ahead us space race, use bully pulpit galvanize everybody, business, industry, academia behind national goal put man moon bring back safely. I said, can kind thing. Declare within five 10 years will become petroleum independent. The moderate Arab states concerned that, turned Osama bin Laden anybody else wanted silver platter within two weeks. There smart ways things muscular ways things. And sometimes look come right solution. (CROSSTALK)",107
866,Tapper,... Governor Christie.,3
867,Christie,"Let say this, Jake, may fine idea Dr. Carson had, people kill us. I stood region family, every time plane went overhead weeks that, people's heads jerked sky thought happening again. You need go subtle diplomacy point. That handled later on. What need strong American leader will take steps necessary protect nation. That's I commander-in-chief circumstance. And President George W. Bush 2001.",62
868,Tapper,Dr. Carson?,2
869,Carson,"I argument strong leader, aggressive aggression needed. But needed every circumstance. There time can use intellect come ways things. And I think start thinking about.",25
870,Carson,There question lot problems talking terms international situation weak. It Navy small. It Air Force incapable things years ago. It's Marines Corps ready deployed.,24
871,Tapper,"Thank you, Dr. Carson.",4
872,Carson,"There lot problems going on, need solve problems, need build military...",11
873,Tapper,"Thank you, Dr. Carson.",4
874,Rubio,"But radical terrorism solved intellect. It -- require -- need, need operating space. That's Afghanistan Al Qaida. It vacuum filled, created operating space. That's drawn there. That's destroyed. It reason ISIS grown well. We allowed -- allowed vacuum emerge Syria. They used operating space grow; today just Iraq Syria anymore, now Libya, conducting operations Sinai. They're now Afghanistan, trying supplant Taliban powerful radical jihadist group ground there, well. You allow radical jihadists operating safe haven anywhere world.",77
875,Tapper,"Thank you, Senator. Governor Huckabee.",5
876,Huckabee,"Just today -- just today, new report 50 different intelligence analysts said sent ladder doctored senior officials, give happy talk situation face. I love idea good intellectual capacity deal enemies, fact is, good intelligence reliable honest, good intelligence make good decisions. The next president primarily elected just know things, know things knows. And dangerous person room person know know.",59
877,Tapper,"Thank you, Governor.",3
878,Huckabee,"And reason Barack Obama dangerous country better elect someone executive experience, afford another eight years person office know know.",19
879,Tapper,"Thank you, governor, I want turn ISIS. Governor Walker... (CROSSTALK)",10
880,Fiorina,We just spent -- just spent last 10 minutes...,9
881,Talker,"Governor Walker, big debate now, talking ISIS discussion, big debate right now whether send U.S. troops fight ISIS Iraq Syria. In first debate earlier evening, Senator Lindsey Graham argued candidates serious fighting ISIS willing send 10,000 U.S. troops Iraq, 10,000 U.S. troops part coalition Syria. Governor Walker, say, just told days ago 3,000 U.S. troops right now enough, long rules engagement changed. What know Senator Graham know?",67
882,Walker,"To clear, I said day need lift political restrictions already play. Barack Obama's administration put political restrictions military personnel already Iraq. We need lift need listen military experts, political forces White House, military experts many sent in. And certainly commander-in-chief sends message adversaries far going go, far willing fight, I'm putting troop number. What I'm saying lift political restrictions. When that, empower military personnel already work Kurd Sunni allies, reclaim territory taken ISIS. And way allows ISIS go back Syria, just talking here. That fundamental problem going forward. We president -- Hillary Clinton part this, way, made political decisions men women uniform. I want men women home know, I'm commander-in-chief, I will send harm's way national security risk. And do, know full support, support American people, clear path victory.",129
883,Tapper,"Thank you, Governor. Senator Paul, I want go you, said boots ground fight ISIS need Arab boots. We just learned today despite Obama administration spending $500 million help create Arab boots, four five U.S. trained fighters Syria fighting ISIS. What say effectiveness idea boots ground need Arab boots?",48
884,Paul,"If want boots ground, want sons daughters, got 14 choices. There will always Bush Clinton you, want go back war Iraq. But thing is, first war mistake. And I'm sending sons daughters back Iraq. The war work. We can amplify live there. The Kurds deserve armed I'll arm them. We can use Air Force amplify forces there. But boots ground need people live there. My goodness, I'm still upset Saudi Arabians everything there. They've funded arms went jihadists. They're accepting people, migrants -- refugees pushed Syria. Saudi Arabia accepting one. Why always world's patsies go fight wars them? They need fight wars, need defend American interests, America's national security interests another war Iraq.",113
885,Tapper,"Thank you, Senator. We're going turn domestic issues now. I want bring colleague, Dana Bash.",15
886,Bash,Thank you.,2
887,Kasich,"Can I just -- can I -- Jake, can I just make one point whole military discussion?",17
888,Tapper,Sure....,1
889,Kasich,"I called boots ground many months ago coalition friends share interest. You know, win battle military, go somewhere, need mobile, lethal. We need take care business, need come home. But, face, also, bigger war -- win bigger war battle ideas. You wonder young people, educated people, rich people, schooled people, tried join ISIS. Western civilization, us, need wake fact murderers rapists need called out, Western civilization need make clear faith Jewish Christian principals force us live life bigger ourselves...",79
890,Tapper,"...Thank you, Governor...",3
891,Kasich,"...to make (ph) centers (ph) justice can battle radicals, call are, make sure people feel fulfilled living Western civilization...",19
892,Tapper,"...Thank you, Governor. Dana Bash...",5
893,Kasich,...This giant battle world today...,5
894,Fionna,"...Jake, since everyone gotten weigh military issue, I'd like able same. We spent probably 12 minutes talking past. Let's talk future. We need strongest military face planet, everyone know it. And, specifically, means need 50 Army brigades, need 36 Marine battalions, need somewhere 300, 350 naval ships, need upgrade every leg nuclear triad...",53
895,Tapper,"Thank you, Mrs. Fiorina...",4
896,Fiorina,"...we need reform Department Defense, need well...",7
897,Bash,...Thank you....,2
898,Tapper,"...Thank you, going turn now domestic issues Dana Bash.",9
899,Fiorina,"...to invest military technology, need care veterans 307,000...",8
900,Tapper,...Dana Bash...,2
901,Fiorina,...aren't dying waiting health care.,5
902,Tapper,Thank you.,2
903,Tapper,Dana Bash?,2
904,Bash,"Governor Bush, talk issue important Republican voters, Supreme Court. After Chief Justice John Roberts voted uphold Obamacare twice, Senator Cruz criticized brother appointing John Roberts Supreme Court. Looking back it, brother make mistake?",33
905,Bush,"Well, I'm surprised Senator Cruz say since strong supporter John Roberts time. I will talk I will relates appointing Supreme Court Justices. We need make sure justices that, proven experienced record respect upholding constitution. That need. We -- history recent past appoint people experience get attacked. And, makes harder people confidence veer off...",53
906,Bash,...Is John Roberts one people?,5
907,Bush,"John Roberts made really good decisions, sure, proven, extensive record made clarity important thing, need do. And, I'm willing fight nominees make sure get passed. You politically expedient way anymore. This culture Washington. You fight hard appointments. This perhaps important thing next president will do.",45
908,Bash,"Do like just heard, Senator Cruz?",6
909,Cruz,"Well, Dana, I've known John Roberts 20 years, amazingly talented lawyer, but, yes, mistake appointed Supreme Court. He's good enough lawyer knows Obamacare cases changed statute, changed law order force failed law millions Americans political outcome. And, know, frustrated conservatives. We keep winning elections, get outcome want. And, let focus two moments time. Number one, 1990, one room David Souter, another room Edith Jones, rock ribbed (ph) conservative fifth circuit court appeals. George Herbert Walker Bush appointed David Souter. And 2005, one room John Roberts, another room former boss, Mike Luttig, rock ribbed (ph) conservative Fourth Circuit Court Appeals...",99
910,Tapper,"Thank you, Senator.",3
911,Cruz,"...George W. Bush appointed John Roberts, let give consequences that. If, instead, President Bush appointed Edith Jones, Mike Luttig, I appointed, Obamacare struck three years ago, marriage laws 50 states books. These matter, I fought defend constitution whole life...",39
912,Tapper,...Governor Bush...,2
913,Cruz,...and I will president well.,5
914,Tapper,...I want let respond.,4
915,Bush,"Well, first all, he, I said, supported John Roberts. He supported him, publicly. So, can rewrite history, I guess, Ted, simple fact supported criteria thought made great justice. And, I think good job. But, simple fact going forward, need someone long standing set rulings consistently makes clear focused, exclusively upholding Constitution United States try use bench means legislate.",58
916,Tapper,"Thank you, Governor... ...And, do, I hope I'll working members United States Senate fight hard passage people kind qualification.",19
917,Tapper,"Senator Cruz, 30 seconds.",4
918,Cruz,"It true George W. Bush nominated John Roberts, I supported confirmation. That mistake I regret that. I nominated John Roberts, indeed, Governor Bush pointed why. It President Bushes wanted appoint liberal court, easier choice. Both David Souter John Roberts, long paper trail. If nominated Edith Jones Mike Ludig (ph) bloody fight willing spend political capital put strong judicial conservative court. I spent entire life, starting clerking Chief Justice William Rehnquist United States Supreme Court, one principled jurists. We out-of-control Court, I give word, I'm elected president, every single Supreme Court justice will faithfully follow law will act like philosopher kings --",101
919,Tapper,"Thank you, Senator.",3
920,Cruz,-- imposing liberal policies millions Americans --,7
921,Tapper,"Thank you, Semator.",3
922,Cruz,-- need trusted govern ourselves.,5
923,Tapper,"Thank you, Senator. Governor Huckabee, I want bring quickly could. Will litmus test comes appointing Supreme Court nominees?",18
924,Huckabee,"You better believe I will, I'm tired liberals always litmus test conservatives supposed pretend don't. Well let tell mine be. Number one, I'd ask think unborn child human just blob tissue? I'd want know answer that. I'd want know believe First Amendment, believe religious liberty fundamental liberty around freedoms country based? And I'd want know really believe Second Amendment, believe individual right bear arms protect family protect country? And believe Fifth 14th Amendment? Do believe person, deprived life liberty, fact due process equal protection law? Because do, going defund Planned Parenthood.",91
925,Tapper,"Thank you, Governor.",3
926,Huckabee,"One final thing. I'd make darn sure absolutely believe 10th Amendment. Every governor stage share much you. Every one us -- biggest fight always legislature even Democrats. My gosh, half time, federal government apparently never understood --",37
927,Tapper,"Thank you, Governor.",3
928,Huckabee,"-- reserved Constitution, 10th Amendment says left states. But somebody forgot send memo Washington.",14
929,Tapper,"Thank you, Governor. We're going take quick break. Coming up, one hottest questions asking us via social media. We will pose candidates. That's coming right this. (COMMERCIAL BREAK)",28
930,Tapper,"Welcome back CNN's Republican presidential debate Reagan Library Simi Valley -- Simi Valley, California. Many people social media wanted us ask marijuana legalization. Senator Paul, Governor Christie recently said, quote, ""if getting high Colorado today,"" marijuana legalized, ""enjoy January 2017, I will enforce federal laws marijuana."" Will you?",48
931,Paul,"I think one great problems, American people like politics, hypocrisy. People one standard others -- themselves. There least one prominent example stage someone says smoked pot high school, yet people going -- jail poor people, often African-Americans often Hispanics, yet rich kids use drugs aren't. I personally think crime victim individual, I think America take different attitude. I like see rehabilitation less incarceration. I'm fan drug courts try direct back towards work less time jail. But bottom line states. We say like 10th Amendment, start talking this. And I think federal government gone far, I think war drugs racial outcome, really something really damaged inner cities. Not drugs damage them, damage incarcerating preventing getting employment time. So I think federal government override states. I believe 10th Amendment I really will say states left themselves.",134
932,Tapper,I want give -- I want give person called hypocrite opportunity respond. Do want identify person?,16
933,Paul,"Well, I think left open, see many people smoked pot high school. (LAUGHTER)",13
934,Tapper,Is somebody specifically thinking of?,5
935,Paul,"Well, know, thing that...",4
936,Bush,He talking me.,3
937,Paul,"Yeah, I talking (inaudible) -- well, let me...",8
938,Tapper,"That's I though, I wanted (inaudible) say it.",8
939,Bush,"Well, I -- I wanted -- -- make easier him.",10
940,Tapper,OK.,1
941,Bush,And I just did.,4
942,Tapper,"Governor Bush, please.",3
943,Bush,"So, 40 years ago, I smoked marijuana, I admit it. I'm sure people might done may want say front 25 million people. My mom's happy I just did. (LAUGHTER)",29
944,Bush,"That's true. And deal. Here's deal. We -- serious epidemic drugs goes way beyond marijuana. What goes Colorado, far I'm concerned, state decision. But look problem drugs -- society today, serious problem. Rand, know campaigning New Hampshire like us, see epidemic heroin, overdoses heroin taking place. People's families -- torn apart. It appropriate government play consistent role able provide treatment, prevention -- state drug courts across every circuit -- -- Florida, drug courts give people second chance. That's best way this.",81
945,Paul,"But let respond. The thing is, Florida, Governor Bush campaigned medical marijuana. That means small child like Morgan Hintz (ph) seizures day, failing non-traditional medications, allowed use cannabis oil. And Florida, will take child away, will put parents jail. And means allowing people use medical marijuana, actually put jail.",49
946,Bush,"No, wrong -- wrong this.",5
947,Paul,"And actually, current circumstances, kids privilege like do, go jail, poor kids inner cities go jail. I think fair. And I think need acknowledge it, hypocritical still want put poor people jail...",32
948,Bush,"I want put poor people jail, Randy.",7
949,Paul,"Well, vote -- oppose medical marijuana...",6
950,Bush,"Here's deal. No, I oppose legislature passed bill deal issue. That's way solve problem. Medical marijuana ballot opened up, huge loophole, first step getting (inaudible) place. And citizen Florida, I voted no.",32
951,Paul,But means put people jail. (CROSSTALK),6
952,Tapper,I want go right now -- I want go right now...,11
953,Fiorina,"Jake, may I just say...",5
954,Christie,"Jake, brought issue up.",4
955,Tapper,"That's true. Go ahead, Christie, please.",6
956,Christie,"You know, I enjoy interplay. Thank you, gentlemen. I'll just say this, first off, New Jersey first state nation now says non-violent, non-dealing drug user, go jail first offense. You go mandatory treatment. You see, Jake, I'm pro-life. And I think need pro-life just time womb. It gets tougher get womb. And 16-year-old drug addict Florida county lockup, life just precious life womb. And so, I'm rehabilitation, I think war drugs failure. But I'll end this. That mean legalizing gate way drugs. And Senator Paul thinks victim person, look decrease productivity, look way people get used move drugs use marijuana gateway drug, victims. Their families victims too, children victims too, employers victims also. That's I'll enforce federal law, can still put emphasis rehabilitation, done New Jersey.",126
957,Paul,May I respond?,3
958,Fiorina,Jake -- Jake...,3
959,Tapper,"You may respond, I'll bring you, Ms. Fiorina.",8
960,Paul,"Understand saying. going say going enforce federal law state law is, really believing Tenth Amendment. Governor Christie go Colorado, breaking federal law marijuana, even though state law allows it, put jail. If young mother trying give child cannabis oil medical marijuana seizure treatment, put jail, violates federal law. I let Colorado Tenth Amendment says. This power -- never intended crime dealing federal level. Crime supposed left states. Colorado made decision. And I want federal government interfering putting moms jail, trying get medicine kid...",83
961,Christie,"And Senator Paul knows simply truth. In New Jersey, medical marijuana laws, I supported implemented. This medical marijuana. There's goes much -- step beyond. This recreational use marijuana. This much different. And so, like use sympathetic story back point, work. I'm medical marijuana. We New Jersey. But I'm recreational use marijuana. If wants change federal law, get Congress pass law change it, get president sign it.",66
962,Paul,May I respond? May I respond?,6
963,Tapper,"Yes, Senator Paul.",3
964,Paul,"Here thing, want make medical marijuana, New Jersey's medical marijuana contradicts federal law? He's saying send federal government in, will enforce federal law. That's consistent Tenth Amendment. It consistent states' rights. And consistent conservative vision country. I think sending federal police arrest mother separate child giving medicine child seizures. (CROSSTALK)",50
965,Tapper,I want bring Ms. Fiorina -- I want bring Ms. Fiorina issue.,12
966,Fiorina,"I much hope I person stage can say this, I know millions Americans will say thing. My husband Frank I buried child drug addiction. So, must invest treatment drugs.",29
967,Fiorina,"I agree Senator Paul. I agree states' rights. But misleading young people tell marijuana just like beer. It's not. And marijuana kids smoking today marijuana Jeb Bush smoked 40 years ago. (LAUGHTER) We -- sorry, Barbara. We need -- need criminal justice reform. We highest incarceration rates world. Two-thirds people prisons non-violent offenses, mostly drug related. It's clearly working. But need tell young people truth. Drug addiction epidemic, taking many young people. I know sadly personal experience.",77
968,Tapper,"Hugh -- Hugh, I'd like to...",6
969,Hewitt,"Thank you, Jake. Tomorrow --- Republicans know -- tomorrow Constitution Day. We've talking 10th Amendment. Let's talk Second Amendment. Governor Bush, one things Supreme Court gotten right individual right protected individuals hold it. Last week, said next step gun issues make sure hands mentally ill. In state, controversial law allows guns taken away people without hearing. Where go -- problem violence endemic, go said last week, far people's lives take guns away them?",73
970,Bush,"Not far. I think need state state. There places get right, need make sure protect privacy laws. This complicated place. But I think natural impulse left -- Hillary Clinton, immediately one horrific violent acts took place, immediately said need federal gun laws. President Obama almost reflexively always says thing. And net result is, going take away rights -- law-abiding citizens, 99.999 percent people law- abiding citizens. That's right approach it. In Florida, background check. We concealed-weapon permit holders, fact, 1,200,000 them. We reduction violent crime put people behind bars use gun commission crime. That's better approach. But living society today despair kind grows isolation.",104
971,Hewitt,"If family member calls says, ""My child, brother, sister disturbed,"" state able go get weapon without hearing?",17
972,Bush,"I -- I think needs hearing, fact is, need encourage kind involvement. That's -- exactly need do. (CROSSTALK)",18
973,Rubio,"There's broader issue here, Hugh. And broader issue well. First all, people follow law law-abiding people. Criminals definition ignore law, can pass gun laws world, like left wants. The criminals going ignore criminals. Here's real issue. The real issue -- real issue people using commit violence, committing violence? And truth: Because separate social, moral wellbeing people economic wellbeing. You separate it. You strong country without strong people, strong people without strong values, strong values without strong families institutions country defend support families.",82
974,Hewitt,"Thank you, Senator.",3
975,Rubio,"Well, today, left-wing government president undermining institutions society support family teach values.",12
976,Hewitt,"Senator Cruz, I want go you. Your constitutional litigant (ph), afraid next- step theory happens Second Amendment rights?",18
977,Cruz,"I -- I not, -- mentioned U.S. Supreme Court rightly upheld individual right keep bear arms. I proud lead 31 states U.S. Supreme Court defending Second Amendment, won landmark victory. And indeed, just couple years ago, Harry Reid Barack Obama came right keep bear arms millions Americans, I proud lead fight United States Senate protect right keep bear arms, reason...",60
978,Hewitt,"Thank you, Senator.",3
979,Cruz,... I honored endorsed Gun Owners America...,7
980,Hewitt,"Thank you, Senator.",3
981,Cruz,"... strongest supporter Second Amendment stage today, I will...",9
982,Hewitt,"Thank you, senator.",3
983,Cruz,... fight every day defend Bill Rights.,7
984,Tapper,I'd like turn -- I'd like turn Dana Bush.,9
985,Bash,"Mr. Trump, said twice really rich, far richest person stage. Chris Christie says billionaires like even people make earn far less longer get Social Security, least limits based -- income. You think wrong, so, why?",35
986,Trump,"Speaking myself, I'm OK it. I think certain truth it. I know people that, frankly, impact life whatsoever. There many people. I almost say leave them, I willing check off, say I will get Social Security. I not...",38
987,Bash,What country -- policy?,4
988,Trump,"As policy, I almost leave people. Don't forget pay pay in, maybe well, maybe people want it. But fact people truly need it, many people need very, badly. And I willing write mine 100 percent, Dana.",36
989,Bash,So voluntary program way get Social Security system solvent like that.,11
990,Christie,"No, not. But Donald, good start. That's really good. (LAUGHTER) No, listen. This issue -- gotta talk about, talked yet. 71 percent federal spending entitlements debt service. When John Kennedy elected president 1960, 26 percent. Harvard Dartmouth says Social Security's going go insolvent seven eight years. So I say simple. We need save program good people paid system need it. And means making sure folks like Donald many us stage get it, right thing Hillary Clinton going want do. She's going want put money system already lied us stolen us. This government need money make Social Security solvent. We need paying benefits people really need it. We need protect people Social Security means difference picking heat rent food. That's I put proposal people I'm trying to... (CROSSTALK)",127
991,Tapper,"Thank you, Governor. (CROSSTALK)",4
992,Tapper,"I'm coming right now separate issue, sir. We received...",9
993,(unknown),"Well, I want talk issue moment.",6
994,Tapper,"We received lot questions social media climate change. Senator Rubio, Ronald Reagan's secretary state, George Shultz, reminds us Reagan president faced similar situation one facing now. There dire warnings mass consensus scientific community ozone layer shrinking. Shultz says Ronald Reagan urged skeptics industry come plan. He said, insurance policy case scientists right. The scientists right. Reagan approach worked. Secretary Shultz asks, take insurance policy approach climate change Reagan way?",69
995,Rubio,Because going destroy economy way left-wing government now wants do. We're going to...,13
996,Tapper,I'm citing George Shultz.,4
997,Rubio,"Well, I -- may lined positions issue. But bottom line. Every proposal put forward going proposals will make harder business America, will make harder create jobs America. Single parents already struggling across country provide families. Maybe billionaire California can afford increase utility rates, working family Tampa, Florida, anywhere across country afford it. So going destroy economy. We going make America harder place create jobs order pursue policies will absolutely nothing, nothing change climate, change weather, America lot things, greatest country world, absolutely. But America planet. And even largest carbon producer anymore, China is. And drilling hole digging anywhere world can get hold of. So bottom line is, I favor policies make America harder place people live, work, raise families.",119
998,Tapper,"Governor Christie, said climate change real, humans help contribute it. Without getting issue China versus United States, I understand talked before, make skeptics climate change Senator Rubio?",27
999,Christie,"I think Senator Rubio skeptic climate change. I think Senator Rubio said I agree with. That fact need massive government intervention deal problem. Look done New Jersey. We already reached clean air goals 2020. And I governor, I pulled regional cap trade deal, state Northeast that. And still reached goals. Why? Because 53 percent electricity comes nuclear. We use natural gas. We use solar power. We're third-highest- using solar power state. You know why? Because made things economically feasible. I agree Marco. We destroying economy order chase wild left-wing idea somehow us going fix climate. We can contribute economically sound. We proven can New Jersey. Nuclear needs back table significant way country want go problem.",115
1000,Tapper,"Just record, I citing Secretary State George Shultz, Ronald Reagan's secretary state I think anybody call left-wing.",17
1001,Christie,"I understand. No, no, listen, everybody makes mistake every while, Jake, even George Shultz. And truly representation believes doing, due respect former secretary state, I disagree him.",27
1002,Rubio,"Jake, mentioned called denier. Let say, climate change...",8
1003,Tapper,I called skeptic.,3
1004,Rubio,"OK. A skeptic. You can measure climate. You can measure it. That's issue discussing. Here I'm skeptical of. I'm skeptical decisions left wants us make, I know impact going going economy. They will thing lower rise sea. They will thing cure drought California. But will will make America expensive place create jobs. And today millions people watching broadcast struggling paycheck paycheck know going pay bills end month, I'm favor anything going make harder raise family. (CROSSTALK)",76
1005,Tapper,I want go another question right now. (CROSSTALK),8
1006,Walker,"... lot people, though, I'm going echo Senator Rubio just said. This issue where, talking state, thousands manufacturing jobs. Thousands manufacturing jobs rule Obama administration, EPA said will marginal impact climate change. So going put thousands thousands jobs state, I think something like 30,000 Ohio, states across country, going put people -- manufacturing jobs, kind jobs far greater minimum wage, administration willing put risk something EPA says marginal (ph)...",69
1007,Tapper,"Thank you, Governor. (CROSSTALK) (CROSSTALK)",5
1008,Tapper,I'm turning to...,3
1009,Paul,"If want skeptic -- want skeptic, Jake, I will happily jump briar patch. If want real...",16
1010,Tapper,"...I'm turning another -- I'm turning another issue right now. Senator Cruz. Well, I think heard several evening. A backlash vaccines blamed measles outbreak California. Dr. Carson, Donald Trump publicly repeatedly linked vaccines, childhood vaccines, autism, which, know, medical community adamantly disputes. You're pediatric neurosurgeon. Should Mr. Trump stop saying this?",51
1011,Carson,"Well, let put way, -- numerous studies, demonstrated correlation vaccinations autism. This something spread widely 15 20 years ago, adequately, know, revealed public actually going on. Vaccines important. Certain ones. The ones prevent death crippling. There others, multitude vaccines probably fit category, discretion cases. But, know, lot -- -- pushed big government. And I think one things people vehemently want get rid of, big government. You know, 4.1 million federal employees. Six hundred fifty federal agencies department (sic). That's take much taxes.",82
1012,Tapper,Should stop saying it? Should stop saying vaccines cause autism?,10
1013,Carson,"Well, know, I've just explained him. He can read wants to. I think intelligent man will make correct decision getting real facts.",22
1014,Tapper,"Mr. Trump, president, would...",4
1015,Trump,"Well, I -- I -- I'd like respond.",8
1016,Tapper,I'm going right you.,4
1017,Trump,I'd like respond.,3
1018,Tapper,"Mr. Trump, president, charge Centers Disease Control National Institutes Health, say wrong. How handle president?",15
1019,Trump,"Autism become epidemic. Twenty-five years ago, 35 years ago, look statistics, even close. It gotten totally control. I totally favor vaccines. But I want smaller doses longer period time. Because take baby -- I've seen -- I've seen it, I children taken care long period time, two three year period time. Same exact amount, take little beautiful baby, pump -- I mean, looks just like meant horse, child, many instances, people work me. Just day, two years old, two half years old, child, beautiful child went vaccine, came back, week later got tremendous fever, got very, sick, now autistic. I say -- I'm favor vaccines, longer period time, amount.",109
1020,Tapper,Thank you.,2
1021,Trump,But just -- little sections.,5
1022,Tapper,Dr. -- Dr. Carson?,4
1023,Trump,I think -- I think going -- I think going see big impact autism.,14
1024,Tapper,"Dr. Carson, just heard medical take. (LAUGHTER)",7
1025,Carson,He's OK doctor. (LAUGHTER),4
1026,Carson,"But, know, fact matter is, extremely well-documented proof autism associated vaccinations. But true probably giving way many short period time. And lot pediatricians now recognize that, and, I think, cutting number proximity done, I think appropriate.",36
1027,Trump,"And I'm saying, Jake. That's I'm saying.",7
1028,Tapper,"Dr. Paul? Dr. Paul, I'd like bring in.",8
1029,Paul,"A second opinion? (LAUGHTER) One greatest -- one greatest medical discoveries times -- vaccines, particularly smallpox. And want read story, called The Speckled Monster, amazing story, done voluntary. But people came droves. George Washington let wife visit got vaccinated. So I'm vaccines. But I'm also freedom. I'm also little concerned bunched up. My kids vaccines, even science say bunching problem, I right spread vaccines little bit least.",67
1030,Tapper,"Alright, thank much...",3
1031,Huckabee,Jake? Jake?,2
1032,Tapper,"Coming -- I'm sorry, Governor Huckabee, please.",7
1033,Huckabee,"I think need remember maybe controversies autism, controversy things really driving medical costs country. And I really believe next president declare war cancer, heart disease, diabetes, Alzheimer's, four things causing greatest level cost. John Kennedy said, ""we'll go moon decade bring man back,"" it. I grew '50s. I remember polio vaccine. We saved billions dollars since time, treat polio. Why country focus cures rather treatment? Why put definitive focus scientifically finding cure cancer, heart disease, diabetes Alzheimer's, disease alone will cost us --",83
1034,Tapper,"Thank you, Governor.",3
1035,Huckabee,$1.1 trillion year 2050. We change economy country.,8
1036,Tapper,"We take another quick break. Coming up, Ronald Reagan looming large debate. So Reaganesque exactly Republicans? We will find next. (COMMERCIAL BREAK)",22
1037,Tapper,"Welcome back CNN's Republican Presidential Debate Reagan Library Simi Valley, California. We last questions you. Two little lighthearted, one serious. We'll start one light questions. Senator Paul, I'm going start just going go line. Earlier year, Treasury Department announced woman will appear $10 bill. What woman like see $10 bill?",50
1038,Paul,"Ooh, tough one. You know, I'm big -- -- I love Carly said women's suffrage. I think Susan B. Anthony might good choice.",23
1039,Tapper,Governor Huckabee?,2
1040,Huckabee,"That's easy one. I'd put wife there. (LAUGHTER) I've married 41 years. She's fought cancer lived it. She's raised three kids, five great grandkids, put me. I mean, else possibly money wife. And way, spend money face. (LAUGHTER)",38
1041,Tapper,Senator Paul (sic).,3
1042,Rubio,"Senator Rubio, mean?",3
1043,Tapper,I'm sorry. Senator Rubio?,4
1044,Rubio,I know look alike. (LAUGHTER),5
1045,Tapper,Just senators.,2
1046,Rubio,"The -- Rosa Parks, everyday American changed course history.",9
1047,Tapper,Senator Cruz?,2
1048,Cruz,"Well, I change $10 bill, I'd change $20. I'd take Jackson I'd leave Alexander Hamilton right one Founding Fathers. And I much agree Marco Rosa Parks. She principled pioneer helped change country, helped remedy racial injustice, honor entirely appropriate.",39
1049,Tapper,Dr. Carson?,2
1050,Carson,"I'd put mother there. You know, one 24 children, got married age 13, third grade education, raise two sons herself, refused victim. Wouldn't let us victims, inspiration many people.",29
1051,Tapper,Mr. Trump.,2
1052,Trump,"Well, sitting three hours, I think daughter, Ivanka, right here.",10
1053,Trump,Other go Rosa Parks. I like that.,7
1054,Tapper,Governor Bush.,2
1055,Bush,"I go Ronald Reagan's partner, Margaret Thatcher. Probably illegal, heck?",10
1056,Bush,"Since going happen. A strong leader need White House, certainly strong leader restored United Kingdom greatness.",16
1057,Tapper,Governor Walker.,2
1058,Walker,"First all, I got say Carson, Huckabee, thanks lot making rest us look like chumps here, but, I'd pick Clara Barton. I worked American Red Cross, great founder Red Cross.",30
1059,Tapper,Mrs. Fiorina.,2
1060,Fiorina,"I change $10 bill, $20 bill. I think, honestly, gesture. I think helps change history. What I think recognize women special interest group. Women majority nation. We half potential nation, nation will better every woman opportunity live life chooses.",39
1061,Tapper,Governor Kasich.,2
1062,Kasich,"Well, probably not, maybe, legal, but, I pick Mother Theresa, lady I chance meet, woman lived life much bigger own. An inspiration everyone think responsibility love neighbor love ourselves.",29
1063,Tapper,Governor Christie.,2
1064,Christie,"I think Adams family shorted currency business. Our country without John Adams, able without Abigal Adams, so, I'd put Abigail Adams bill.",22
1065,Tapper,"Alright. Some good entries anybody mint listening. Here's next lighthearted question, know United States Secret Service uses codenames president, family. Ronald Reagan's codename, example, was, ""Rawhide"", homage performances Westerns. Nancy Reagan's was, ""Rainbow"". You come one spouse, but, want, Governor Christie, I'll start you, Secret Service codename be. (LAUGHTER)",49
1066,Christie,"You know, I've called lot names lot different people, now I got get called names Secret Service? I just say True Heart.",22
1067,Kasich,"Well, I one now -- (ph) call me, ""Unit One"". My wife says, ""You'll never Unite One, I'm Unite One. You're Unit Two.""",23
1068,Fiorina,Secretariat.,1
1069,Tapper,Governor Walker?,2
1070,Walker,Harley. I love riding Harley's.,5
