,name,rebuttal,len_rebuttal
884,Paul,"If you want boots on the ground, and you want them to be our sons and daughters, you got 14 other choices. There will always be a Bush or Clinton for you, if you want to go back to war in Iraq. But the thing is, the first war was a mistake. And I'm not sending our sons and our daughters back to Iraq. The war didn't work. We can amplify those who live there. The Kurds deserve to be armed and I'll arm them. We can use our Air Force to amplify the forces there. But the boots on the ground need to be the people who live there. My goodness, I'm still upset with the Saudi Arabians for everything they do over there. They've funded the arms that went to the jihadists. They're not accepting any of the people, any of the migrants that have been -- the refugees that are being pushed out of Syria. Saudi Arabia is not accepting one. Why are we always the world's patsies that we have to go over there and fight their wars for them? They need to fight their wars, we need to defend American interests, but it is not in America's national security interests to have another war in Iraq.",211
885,Tapper,"Thank you, Senator. We're going to turn to some domestic issues now. I want to bring in my colleague, Dana Bash.",21
886,Bash,Thank you.,2
887,Kasich,"Can I just -- can I -- Jake, can I just make one point on this whole military discussion?",19
888,Tapper,Sure....,1
889,Kasich,"I called for boots on the ground many months ago in a coalition with our friends who share our interest. You know, you win a battle with the military, and when we go somewhere, we need to be mobile, and lethal. We need to take care of business, and we need to come home. But, we face, also, a bigger war -- and you win the bigger war with the battle of ideas. You wonder why young people, and educated people, rich people, schooled people, have tried to join ISIS. Western civilization, all of us, need to wake up to the fact that those murderers and rapists need to be called out, and in Western civilization we need to make it clear that our faith in the Jewish and Christian principals force us to live a life bigger than ourselves...",140
890,Tapper,"...Thank you, Governor...",3
891,Kasich,"...to make (ph) centers (ph) of justice so that we can battle the radicals, call them out for what they are, and make sure that all of our people feel fulfilled in living in Western civilization...",36
892,Tapper,"...Thank you, Governor. Dana Bash...",5
893,Kasich,...This is a giant battle in the world today...,9
894,Fionna,"...Jake, since everyone has gotten to weigh in on this military issue, I'd like to be able to do the same. We have spent probably 12 minutes talking about the past. Let's talk about the future. We need the strongest military on the face of the planet, and everyone has to know it. And, specifically, what that means is we need about 50 Army brigades, we need about 36 Marine battalions, we need somewhere between 300, and 350 naval ships, we need to upgrade every leg of the nuclear triad...",90
895,Tapper,"Thank you, Mrs. Fiorina...",4
896,Fiorina,"...we need to reform the Department of Defense, we need as well...",12
897,Bash,...Thank you....,2
898,Tapper,"...Thank you, we're going to turn now to domestic issues with Dana Bash.",13
899,Fiorina,"...to invest in our military technology, and we need to care for our veterans so 307,000...",16
900,Tapper,...Dana Bash...,2
901,Fiorina,...aren't dying waiting for health care.,6
902,Tapper,Thank you.,2
903,Tapper,Dana Bash?,2
904,Bash,"Governor Bush, let's talk about the issue that's very important to Republican voters, and that's the Supreme Court. After Chief Justice John Roberts voted to uphold Obamacare twice, Senator Cruz criticized your brother for appointing John Roberts to the Supreme Court. Looking back on it, did your brother make a mistake?",51
905,Bush,"Well, I'm surprised Senator Cruz would say that since he was as strong supporter of John Roberts at the time. I will talk about what I will do as it relates to appointing Supreme Court Justices. We need to make sure that we have justices that, with a proven experienced record of respect for upholding the constitution. That is what we need. We can't have -- the history in recent past is appoint people that have no experience so that you can't get attacked. And, that makes it harder for people to have confidence that they won't veer off...",99
906,Bash,...Is John Roberts one of those people?,7
907,Bush,"John Roberts has made some really good decisions, for sure, but he did not have a proven, extensive record that would have made the clarity the important thing, and that's what we need to do. And, I'm willing to fight for those nominees to make sure that they get passed. You can't do it the politically expedient way anymore. This is the culture in Washington. You have to fight hard for these appointments. This is perhaps the most important thing that the next president will do.",86
908,Bash,"Do you like what you just heard, Senator Cruz?",9
909,Cruz,"Well, Dana, I've known John Roberts for 20 years, he's amazingly talented lawyer, but, yes, it was a mistake when he was appointed to the Supreme Court. He's a good enough lawyer that he knows in these Obamacare cases he changed the statute, he changed the law in order to force that failed law on millions of Americans for a political outcome. And, you know, we're frustrated as conservatives. We keep winning elections, and then we don't get the outcome we want. And, let me focus on two moments in time. Number one, in 1990, in one room was David Souter, and in another room was Edith Jones, the rock ribbed (ph) conservative on the fifth circuit court of appeals. George Herbert Walker Bush appointed David Souter. And then in 2005, in one room was John Roberts, in another room was my former boss, Mike Luttig, the rock ribbed (ph) conservative on the Fourth Circuit Court of Appeals...",158
910,Tapper,"Thank you, Senator.",3
911,Cruz,"...George W. Bush appointed John Roberts, and let me give you the consequences of that. If, instead, the President Bush had appointed Edith Jones, and Mike Luttig, which is who I would have appointed, Obamacare would have been struck down three years ago, and the marriage laws of all 50 states would be on the books. These matter, and I fought to defend the constitution my whole life...",68
912,Tapper,...Governor Bush...,2
913,Cruz,...and I will as president as well.,7
914,Tapper,...I want to let you respond.,6
915,Bush,"Well, first of all, he, as I said, supported John Roberts. He supported him, publicly. So, you can rewrite history, I guess, Ted, but the simple fact is that you supported him because he had all the criteria that you would have thought would have made a great justice. And, I think he is doing a good job. But, the simple fact is that going forward, what we need to do is to have someone that has a long standing set of rulings that consistently makes it clear that he is a focused, exclusively on upholding the Constitution of the United States so they won't try to use the bench as a means to which legislate.",116
916,Tapper,"Thank you, Governor... ...And, that's what we should do, and I hope I'll be working members of the United States Senate to fight hard for the passage of people that have that kind of qualification.",35
917,Tapper,"Senator Cruz, 30 seconds.",4
918,Cruz,"It is true that after George W. Bush nominated John Roberts, I supported his confirmation. That was a mistake and I regret that. I wouldn't have nominated John Roberts, and indeed, Governor Bush pointed out why. It wasn't that the President Bushes wanted to appoint a liberal to the court, it's that it was the easier choice. Both David Souter and John Roberts, they didn't have a long paper trail. If you had nominated Edith Jones or Mike Ludig (ph) you would have had a bloody fight and they weren't willing to spend political capital to put a strong judicial conservative on the court. I have spent my entire life, starting from clerking for Chief Justice William Rehnquist on the United States Supreme Court, one of the most principled jurists. We have an out-of-control Court, and I give you my word, if I'm elected president, every single Supreme Court justice will faithfully follow the law and will not act like philosopher kings --",163
919,Tapper,"Thank you, Senator.",3
920,Cruz,-- imposing their liberal policies on millions of Americans --,10
921,Tapper,"Thank you, Semator.",3
922,Cruz,-- who need to be trusted to govern ourselves.,9
923,Tapper,"Thank you, Senator. Governor Huckabee, I want to bring you in very quickly if you could. Will you have a litmus test when it comes to appointing Supreme Court nominees?",30
924,Huckabee,"You better believe I will, because I'm tired of liberals always having a litmus test and conservatives are supposed to pretend we don't. Well let me tell you what mine would be. Number one, I'd ask do you think that the unborn child is a human being or is it just a blob of tissue? I'd want to know the answer to that. I'd want to know do you believe in the First Amendment, do you believe that religious liberty is the fundamental liberty around which all the other freedoms of this country are based? And I'd want to know do you really believe in the Second Amendment, do you believe that we have an individual right to bear arms to protect ourselves and our family and to protect our country? And do you believe in the Fifth and the 14th Amendment? Do you believe that a person, before they're deprived of life and liberty, should in fact have due process and equal protection under the law? Because if you do, you're going to do more than defund Planned Parenthood.",180
925,Tapper,"Thank you, Governor.",3
926,Huckabee,"One final thing. I'd make darn sure that we absolutely believe the 10th Amendment. Every governor on this stage would share this much with you. Every one of us -- our biggest fight wasn't always with the legislature or even with the Democrats. My gosh, half the time, it was with the federal government who apparently never understood --",59
927,Tapper,"Thank you, Governor.",3
928,Huckabee,"-- that if it's not reserved in the Constitution, then the 10th Amendment says it's left to the states. But somebody forgot to send a memo to Washington.",28
929,Tapper,"Thank you, Governor. We're going to take a quick break. Coming up, one of the hottest questions that you have been asking us via social media. We will pose it to the candidates. That's coming up right after this. (COMMERCIAL BREAK)",41
930,Tapper,"Welcome back to CNN's Republican presidential debate at the Reagan Library here in Simi Valley -- Simi Valley, California. Many people on social media wanted us to ask about marijuana legalization. Senator Paul, Governor Christie recently said, quote, ""if you're getting high in Colorado today,"" where marijuana has been legalized, ""enjoy it until January 2017, because I will enforce the federal laws against marijuana."" Will you?",66
931,Paul,"I think one of the great problems, and what American people don't like about politics, is hypocrisy. People have one standard for others and not for them -- for themselves. There is at least one prominent example on the stage of someone who says they smoked pot in high school, and yet the people going to -- to jail for this are poor people, often African-Americans and often Hispanics, and yet the rich kids who use drugs aren't. I personally think that this is a crime for which the only victim is the individual, and I think that America has to take a different attitude. I would like to see more rehabilitation and less incarceration. I'm a fan of the drug courts which try to direct you back towards work and less time in jail. But the bottom line is the states. We say we like the 10th Amendment, until we start talking about this. And I think the federal government has gone too far, I think that the war on drugs has had a racial outcome, and really has been something that has really damaged our inner cities. Not only do the drugs damage them, we damage them again by incarcerating them and then preventing them from getting employment over time. So I don't think that the federal government should override the states. I believe in the 10th Amendment and I really will say that the states are left to themselves.",242
932,Tapper,I want to give that -- I want to give the person that you called a hypocrite an opportunity to respond. Do you want to identify that person?,28
933,Paul,"Well, I think if we left it open, we could see how many people smoked pot in high school. (LAUGHTER)",20
934,Tapper,Is there somebody you were specifically thinking of?,8
935,Paul,"Well, you know, the thing is that...",7
936,Bush,He was talking about me.,5
937,Paul,"Yeah, I was talking about (inaudible) -- well, let me...",10
938,Tapper,"That's what I though, but I wanted (inaudible) to say it.",11
939,Bush,"Well, I -- I wanted to -- be -- make it easier for him.",14
940,Tapper,OK.,1
941,Bush,And I just did.,4
942,Tapper,"Governor Bush, please.",3
943,Bush,"So, 40 years ago, I smoked marijuana, and I admit it. I'm sure that other people might have done it and may not want to say it in front of 25 million people. My mom's not happy that I just did. (LAUGHTER)",42
944,Bush,"That's true. And here's the deal. Here's the deal. We have -- we have a serious epidemic of drugs that goes way beyond marijuana. What goes on in Colorado, as far as I'm concerned, that should be a state decision. But if you look at the problem of drugs in this -- in this society today, it's a serious problem. Rand, you know this because you're campaigning in New Hampshire like all of us, and you see the epidemic of heroin, the overdoses of heroin that's taking place. People's families are -- are being torn apart. It is appropriate for the government to play a consistent role to be able to provide more treatment, more prevention -- we're the state that has the most drug courts across every circuit in -- in -- in Florida, there are drug courts to give people a second chance. That's the best way to do this.",152
945,Paul,"But let me respond. The thing is, is that in Florida, Governor Bush campaigned against medical marijuana. That means that a small child like Morgan Hintz (ph) that has seizures is day, is failing on non-traditional medications, is not allowed to use cannabis oil. And if they do that in Florida, they will take the child away, they will put the parents in jail. And that's what that means if you're against allowing people use medical marijuana, you'll actually put them in jail.",83
946,Bush,"No, you're wrong -- you're wrong about this.",8
947,Paul,"And actually, under the current circumstances, kids who had privilege like you do, don't go to jail, but the poor kids in our inner cities go to jail. I don't think that's fair. And I think we need to acknowledge it, and it is hypocritical to still want to put poor people in jail...",54
948,Bush,"I don't want to put poor people in jail, Randy.",10
949,Paul,"Well, you vote -- you oppose medical marijuana...",8
950,Bush,"Here's the deal. No, I did not oppose when the legislature passed the bill to deal with that very issue. That's the way to solve this problem. Medical marijuana on the ballot was opened up, there was a huge loophole, it was the first step to getting to a (inaudible) place. And as a citizen of Florida, I voted no.",60
951,Paul,But that means you'll put people in jail. (CROSSTALK),9
952,Tapper,I want to go right now -- I want to go right now...,13
953,Fiorina,"Jake, may I just say...",5
954,Christie,"Jake, you brought my issue up.",6
955,Tapper,"That's true. Go ahead, Christie, please.",6
956,Christie,"You know, I enjoy the interplay. Thank you, gentlemen. I'll just say this, first off, New Jersey is the first state in the nation that now says if you are non-violent, non-dealing drug user, that you don't go to jail for your first offense. You go to mandatory treatment. You see, Jake, I'm pro-life. And I think you need to be pro-life for more than just the time in the womb. It gets tougher when they get out of the womb. And when they're the 16-year-old drug addict in the Florida county lockup, that life is just as precious as the life in the womb. And so, that's why I'm for rehabilitation, why I think the war on drugs has been a failure. But I'll end with this. That doesn't mean we should be legalizing gate way drugs. And if Senator Paul thinks that the only victim is the person, look at the decrease in productivity, look at the way people get used and move on to other drugs when they use marijuana as a gateway drug, it is not them that are the only victims. Their families are the victims too, their children are the victims too, and their employers are the victims also. That's why I'll enforce the federal law, while you can still put an emphasis on rehabilitation, which we've done in New Jersey.",227
957,Paul,May I respond?,3
958,Fiorina,Jake -- Jake...,3
959,Tapper,"You may respond, and then I'll bring in you, Ms. Fiorina.",11
960,Paul,"Understand what they're saying. if they're going to say we are going to enforce the federal law against what the state law is, they aren't really believing in the Tenth Amendment. Governor Christie would go into Colorado, and if you're breaking any federal law on marijuana, even though the state law allows it, he would put you in jail. If a young mother is trying to give her child cannabis oil for medical marijuana for seizure treatment, he would put her in jail, if it violates federal law. I would let Colorado do what the Tenth Amendment says. This power -- we were never intended to have crime dealing at the federal level. Crime was supposed to be left to the states. Colorado has made their decision. And I don't want the federal government interfering and putting moms in jail, who are trying to get medicine for their kid...",149
961,Christie,"And Senator Paul knows that that's simply not the truth. In New Jersey, we have medical marijuana laws, which I supported and implemented. This is not medical marijuana. There's goes as much -- a further step beyond. This is recreational use of marijuana. This is much different. And so, while he would like to use a sympathetic story to back up his point, it doesn't work. I'm not against medical marijuana. We do it in New Jersey. But I'm against the recreational use against marijuana. If he wants to change the federal law, get Congress to pass the law to change it, and get a president to sign it.",109
962,Paul,May I respond? May I respond?,6
963,Tapper,"Yes, Senator Paul.",3
964,Paul,"Here is the thing, he doesn't want to make it about medical marijuana, but what if New Jersey's medical marijuana contradicts the federal law? He's saying he'll send the federal government in, and he will enforce the federal law. That's not consistent with the Tenth Amendment. It is not consistent with states' rights. And it is not consistent with the conservative vision for the country. I don't think we should be sending the federal police in to arrest a mother and separate them from their child for giving a medicine to their child for seizures. (CROSSTALK)",96
965,Tapper,I want to bring in Ms. Fiorina -- I want to bring in Ms. Fiorina on this issue.,18
966,Fiorina,"I very much hope I am the only person on this stage who can say this, but I know there are millions of Americans out there who will say the same thing. My husband Frank and I buried a child to drug addiction. So, we must invest more in the treatment of drugs.",53
967,Fiorina,"I agree with Senator Paul. I agree with states' rights. But we are misleading young people when we tell them that marijuana is just like having a beer. It's not. And the marijuana that kids are smoking today is not the same as the marijuana that Jeb Bush smoked 40 years ago. (LAUGHTER) We do -- sorry, Barbara. We do need -- we do need criminal justice reform. We have the highest incarceration rates in the world. Two-thirds of the people in our prisons are there for non-violent offenses, mostly drug related. It's clearly not working. But we need to tell young people the truth. Drug addiction is an epidemic, and it is taking too many of our young people. I know this sadly from personal experience.",127
968,Tapper,"Hugh -- Hugh, I'd like to...",6
969,Hewitt,"Thank you, Jake. Tomorrow is --- Republicans know this -- tomorrow is Constitution Day. We've been talking about the 10th Amendment. Let's talk about the Second Amendment. Governor Bush, one of the things the Supreme Court has gotten right is that it's an individual right and it's protected for individuals to hold it. Last week, you said the next step in gun issues is to make sure they're not in the hands of mentally ill. In this state, there's a controversial law that allows guns to be taken away from people without a hearing. Where does it go -- and the problem of violence is endemic, but where does it go from what you said last week, how far into people's lives to take guns away from them?",128
970,Bush,"Not very far. I think we need to do this state by state. There are places that get this right, and we need to make sure that we protect the privacy laws. This is a complicated place. But I do think the natural impulse on the left -- Hillary Clinton, immediately after one of these horrific violent acts took place, immediately said we need to have federal gun laws. President Obama almost reflexively always says the same thing. And the net result is, you're going to take away rights of -- of law-abiding citizens, the 99.999 percent of the people that are law- abiding citizens. That's not the right approach to do it. In Florida, we have a background check. We have concealed-weapon permit holders, and in fact, there's 1,200,000 of them. We have a reduction in violent crime because we put people behind bars when they use a gun in the commission of the crime. That's the better approach. But we're living in a society today where despair kind of grows in isolation.",174
971,Hewitt,"If a family member calls and says, ""My child, my brother, my sister is disturbed,"" ought the state be able to go and get their weapon without a hearing?",29
972,Bush,"I -- I think there needs to be a hearing, but the fact is, we need to encourage that kind of involvement. That's -- that's exactly what we need to do. (CROSSTALK)",32
973,Rubio,"There's a broader issue here, Hugh. And there's a broader issue here as well. First of all, the only people that follow the law are law-abiding people. Criminals by definition ignore the law, so you can pass all the gun laws in the world, like the left wants. The criminals are going to ignore it because they are criminals. Here's the real issue. The real issue -- the real issue is not what are people using to commit violence, but why are they committing the violence? And here's the truth: Because you cannot separate the social, moral wellbeing of your people from their economic and other wellbeing. You cannot separate it. You can't have a strong country without strong people, you cannot have strong people without strong values, and you cannot have strong values without strong families and the institutions in this country that defend and support those families.",149
974,Hewitt,"Thank you, Senator.",3
975,Rubio,"Well, and today, we have a left-wing government under this president that is undermining all of the institutions and society that support the family and teach those values.",28
976,Hewitt,"Senator Cruz, I want to go to you. Your constitutional litigant (ph), are you afraid of the next- step theory of what happens to Second Amendment rights?",27
977,Cruz,"I -- I am not, and -- and you mentioned that the U.S. Supreme Court had rightly upheld the individual right to keep and bear arms. I was proud to lead 31 states before the U.S. Supreme Court defending the Second Amendment, and we won that landmark victory. And indeed, just a couple of years ago, when Harry Reid and Barack Obama came after the right to keep and bear arms of millions of Americans, I was proud to lead the fight in the United States Senate to protect our right to keep and bear arms, and for that reason...",100
978,Hewitt,"Thank you, Senator.",3
979,Cruz,... I was honored to be endorsed by Gun Owners of America...,12
980,Hewitt,"Thank you, Senator.",3
981,Cruz,"... as the strongest supporter of the Second Amendment on this stage today, and I will...",16
982,Hewitt,"Thank you, senator.",3
983,Cruz,... fight every day to defend the Bill of Rights.,10
984,Tapper,I'd like to turn it over -- I'd like to turn to Dana Bush.,14
985,Bash,"Mr. Trump, you have said once or twice that you are really rich, and you are by far the richest person on this stage. Chris Christie says billionaires like you and even people who make and earn far less should no longer get Social Security, or at least there should be limits based on -- on their income. You think he's wrong, and if so, why?",66
986,Trump,"Speaking for myself, I'm OK with it. I think there's a certain truth to it. I know people that, frankly, it has no impact on their life whatsoever. There are many people. I would almost say leave it up to them, but I would be willing to check it off, and say I will not get Social Security. I do not...",61
987,Bash,What about the country as a -- as a policy?,10
988,Trump,"As a policy, I would almost leave it up to the people. Don't forget they pay in and they pay in, and maybe they do well, and maybe some people want it. But the fact is that there are people that truly don't need it, and there are many people that do need it very, very badly. And I would be willing to write mine off 100 percent, Dana.",69
989,Bash,So is a voluntary program the way to get the Social Security system solvent again like that.,17
990,Christie,"No, it's not. But with Donald, it's a good start. That's really good. (LAUGHTER) No, listen. This is an issue that -- that we've gotta talk about, and we haven't talked about yet. 71 percent of all federal spending is on entitlements and debt service. When John Kennedy was elected president in 1960, it was 26 percent. Harvard and Dartmouth says that Social Security's going to go insolvent in seven to eight years. So what I say is very simple. We need to save this program for the good people out there who have paid into the system and need it. And if that means making sure that folks like Donald and many of us on the stage don't get it, that's the right thing to do because here's what Hillary Clinton is going to want to do. She's going to want to put more money into a system that has already lied to us and stolen from us. This government doesn't need more money to make Social Security solvent. We need to be not paying out benefits to people who don't really need it. We need to protect the people who Social Security means the difference between picking between heat and rent and food. That's why I put out the proposal and that's the people I'm trying to... (CROSSTALK)",220
991,Tapper,"Thank you, Governor. (CROSSTALK)",4
992,Tapper,"I'm coming to you right now on a separate issue, sir. We received...",13
993,(unknown),"Well, I want to talk about this issue for a moment.",11
994,Tapper,"We received a lot of questions from social media about climate change. Senator Rubio, Ronald Reagan's secretary of state, George Shultz, reminds us that when Reagan was president he faced a similar situation to the one that we're facing now. There were dire warnings from the mass consensus of the scientific community about the ozone layer shrinking. Shultz says Ronald Reagan urged skeptics in industry to come up with a plan. He said, do it as an insurance policy in case the scientists are right. The scientists were right. Reagan and his approach worked. Secretary Shultz asks, why not take out an insurance policy and approach climate change the Reagan way?",111
995,Rubio,Because we're not going to destroy our economy the way the left-wing government that we are under now wants to do. We're not going to...,25
996,Tapper,I'm citing George Shultz.,4
997,Rubio,"Well, and I don't -- he may have lined up with their positions on this issue. But here is the bottom line. Every proposal they put forward are going to be proposals that will make it harder to do business in America, that will make it harder to create jobs in America. Single parents are already struggling across this country to provide for their families. Maybe a billionaire here in California can afford an increase in their utility rates, but a working family in Tampa, Florida, or anywhere across this country cannot afford it. So we are not going to destroy our economy. We are not going to make America a harder place to create jobs in order to pursue policies that will do absolutely nothing, nothing to change our climate, to change our weather, because America is a lot of things, the greatest country in the world, absolutely. But America is not a planet. And we are not even the largest carbon producer anymore, China is. And they're drilling a hole and digging anywhere in the world that they can get a hold of. So the bottom line is, I am not in favor of any policies that make America a harder place for people to live, or to work, or to raise their families.",216
998,Tapper,"Governor Christie, you have said that climate change is real, and that humans help contribute to it. Without getting into the issue of China versus the United States, which I understand you've talked about before, what do you make of skeptics of climate change such as Senator Rubio?",48
999,Christie,"I don't think Senator Rubio is a skeptic of climate change. I think what Senator Rubio said I agree with. That in fact we don't need this massive government intervention to deal with the problem. Look at what we have done in New Jersey. We have already reached our clean air goals for 2020. And when I was governor, I pulled out of the regional cap and trade deal, the only state in the Northeast that did that. And we still reached our goals. Why? Because 53 percent of our electricity comes from nuclear. We use natural gas. We use solar power. We're the third-highest- using solar power state. You know why? Because we made all of those things economically feasible. I agree with Marco. We shouldn't be destroying our economy in order to chase some wild left-wing idea that somehow us by ourselves is going to fix the climate. We can contribute to that and be economically sound. We have proven we can do that in New Jersey. Nuclear needs to be back on the table in a significant way in this country if we want to go after this problem.",192
1000,Tapper,"Just for the record, I was citing Secretary of State George Shultz, Ronald Reagan's secretary of state who I don't think anybody would call him left-wing.",26
1001,Christie,"I understand. No, no, listen, everybody makes a mistake every once in a while, Jake, even George Shultz. And if that's truly a representation of what he believes we should be doing, then with all due respect to the former secretary of state, I disagree with him.",47
1002,Rubio,"Jake, you mentioned me and called me a denier. Let me say, climate change...",14
1003,Tapper,I called you a skeptic.,5
1004,Rubio,"OK. A skeptic. You can measure the climate. You can measure it. That's not the issue we're discussing. Here is what I'm skeptical of. I'm skeptical of the decisions that the left wants us to make, because I know the impact those are going to have and they're all going to be on our economy. They will not do a thing to lower the rise of the sea. They will not do a thing to cure the drought here in California. But what they will do is they will make America a more expensive place to create jobs. And today with millions of people watching this broadcast that are struggling paycheck to paycheck that do not know how they're going to pay their bills at the end of this month, I'm not in favor of anything that is going to make it harder for them to raise their family. (CROSSTALK)",150
1005,Tapper,I want to go another question right now. (CROSSTALK),9
1006,Walker,"... a lot of those people, though, and I'm going to echo what Senator Rubio just said. This is an issue where, we're talking about my state, it's thousands of manufacturing jobs. Thousands of manufacturing jobs for a rule the Obama administration, own EPA has said will have a marginal impact on climate change. So we're going to put thousands and thousands of jobs in my state, I think it's something like 30,000 in Ohio, other states across this country, we're going to put people -- manufacturing jobs, the kind of jobs that are far greater than minimum wage, this administration is willing to put at risk for something its own EPA says is marginal (ph)...",116
1007,Tapper,"Thank you, Governor. (CROSSTALK) (CROSSTALK)",5
1008,Tapper,I'm turning to...,3
1009,Paul,"If you want a skeptic -- if you want a skeptic, Jake, I will happily jump into that briar patch. If you want a real...",25
1010,Tapper,"...I'm turning to another -- I'm turning to another issue right now. Senator Cruz. Well, I think we've heard from several this evening. A backlash against vaccines was blamed for a measles outbreak here in California. Dr. Carson, Donald Trump has publicly and repeatedly linked vaccines, childhood vaccines, to autism, which, as you know, the medical community adamantly disputes. You're a pediatric neurosurgeon. Should Mr. Trump stop saying this?",69
1011,Carson,"Well, let me put it this way, there has -- there have been numerous studies, and they have not demonstrated that there is any correlation between vaccinations and autism. This was something that was spread widely 15 or 20 years ago, and it has not been adequately, you know, revealed to the public what's actually going on. Vaccines are very important. Certain ones. The ones that would prevent death or crippling. There are others, there are a multitude of vaccines which probably don't fit in that category, and there should be some discretion in those cases. But, you know, a lot of this is -- is -- is pushed by big government. And I think that's one of the things that people so vehemently want to get rid of, big government. You know, we have 4.1 million federal employees. Six hundred and fifty federal agencies and department (sic). That's why they have to take so much of our taxes.",159
1012,Tapper,Should he stop saying it? Should he stop saying that vaccines cause autism?,13
1013,Carson,"Well, you know, I've just explained it to him. He can read about it if he wants to. I think he's an intelligent man and will make the correct decision after getting the real facts.",35
1014,Tapper,"Mr. Trump, as president, you would...",6
1015,Trump,"Well, I -- I -- I'd like to respond.",9
1016,Tapper,I'm going right to you.,5
1017,Trump,I'd like to respond.,4
1018,Tapper,"Mr. Trump, as president, you would be in charge of the Centers for Disease Control and the National Institutes of Health, both of which say you are wrong. How would you handle this as president?",35
1019,Trump,"Autism has become an epidemic. Twenty-five years ago, 35 years ago, you look at the statistics, not even close. It has gotten totally out of control. I am totally in favor of vaccines. But I want smaller doses over a longer period of time. Because you take a baby in -- and I've seen it -- and I've seen it, and I had my children taken care of over a long period of time, over a two or three year period of time. Same exact amount, but you take this little beautiful baby, and you pump -- I mean, it looks just like it's meant for a horse, not for a child, and we've had so many instances, people that work for me. Just the other day, two years old, two and a half years old, a child, a beautiful child went to have the vaccine, and came back, and a week later got a tremendous fever, got very, very sick, now is autistic. I only say it's not -- I'm in favor of vaccines, do them over a longer period of time, same amount.",185
1020,Tapper,Thank you.,2
1021,Trump,But just in -- in little sections.,7
1022,Tapper,Dr. -- Dr. Carson?,4
1023,Trump,I think -- and I think you're going to have -- I think you're going to see a big impact on autism.,22
1024,Tapper,"Dr. Carson, you just heard his medical take. (LAUGHTER)",9
1025,Carson,He's an OK doctor. (LAUGHTER),5
1026,Carson,"But, you know, the fact of the matter is, we have extremely well-documented proof that there's no autism associated with vaccinations. But it is true that we are probably giving way too many in too short a period of time. And a lot of pediatricians now recognize that, and, I think, are cutting down on the number and the proximity in which those are done, and I think that's appropriate.",70
1027,Trump,"And that's all I'm saying, Jake. That's all I'm saying.",10
1028,Tapper,"Dr. Paul? Dr. Paul, I'd like to bring you in.",10
1029,Paul,"A second opinion? (LAUGHTER) One of the greatest -- one of the greatest medical discoveries of all times was -- were the vaccines, particularly for smallpox. And if you want to read a story, it's called The Speckled Monster, it's an amazing story, it was all done voluntary. But people came in by the droves. George Washington wouldn't let his wife visit until she got vaccinated. So I'm all for vaccines. But I'm also for freedom. I'm also a little concerned about how they're bunched up. My kids had all of their vaccines, and even if the science doesn't say bunching them up is a problem, I ought to have the right to spread out my vaccines out a little bit at the very least.",125
1030,Tapper,"Alright, thank you so much...",5
1031,Huckabee,Jake? Jake?,2
1032,Tapper,"Coming up -- I'm sorry, Governor Huckabee, please.",8
1033,Huckabee,"I think we need to remember that there are maybe some controversies about autism, but there is no controversy about the things that are really driving the medical costs in this country. And I would really believe that the next president ought to declare a war on cancer, heart disease, diabetes, and Alzheimer's, because those are the four things that are causing the greatest level of cost. John Kennedy said, ""we'll go to the moon in a decade and bring a man back,"" and we did it. I grew up in the '50s. I remember the polio vaccine. We saved billions of dollars since that time, because we haven't had to treat for polio. Why doesn't this country focus on cures rather than treatment? Why don't we put a definitive focus scientifically on finding the cure for cancer, for heart disease, for diabetes and for Alzheimer's, a disease alone that will cost us --",154
1034,Tapper,"Thank you, Governor.",3
1035,Huckabee,$1.1 trillion by the year 2050. We change the economy and the country.,13
1036,Tapper,"We have to take another quick break. Coming up, Ronald Reagan looming large over this debate. So how Reaganesque exactly are these Republicans? We will find out next. (COMMERCIAL BREAK)",30
1037,Tapper,"Welcome back to CNN's Republican Presidential Debate at the Reagan Library in Simi Valley, California. We have a few last questions for you. Two of them a little lighthearted, the other one more serious. We'll start with one of the more light questions. Senator Paul, I'm going to start with you and we're just going to go down the line. Earlier this year, the Treasury Department announced that a woman will appear on the $10 bill. What woman would you like to see on the $10 bill?",87
1038,Paul,"Ooh, that's a tough one. You know, I'm big on -- that we were -- and I love what Carly said about women's suffrage. I think Susan B. Anthony might be a good choice.",34
1039,Tapper,Governor Huckabee?,2
1040,Huckabee,"That's an easy one. I'd put my wife on there. (LAUGHTER) I've been married to her 41 years. She's fought cancer and lived through it. She's raised three kids, five great grandkids, and she's put up with me. I mean, who else could possibly be on that money other than my wife. And that way, she could spend her own money with her face. (LAUGHTER)",65
1041,Tapper,Senator Paul (sic).,3
1042,Rubio,"Senator Rubio, you mean?",4
1043,Tapper,I'm sorry. Senator Rubio?,4
1044,Rubio,I know we all look alike. (LAUGHTER),7
1045,Tapper,Just the senators.,3
1046,Rubio,"The -- Rosa Parks, an everyday American that changed the course of history.",13
1047,Tapper,Senator Cruz?,2
1048,Cruz,"Well, I wouldn't change the $10 bill, I'd change the $20. I'd take Jackson off and I'd leave Alexander Hamilton right where he is as one of our Founding Fathers. And I very much agree with Marco that it should be Rosa Parks. She was a principled pioneer that helped change this country, helped remedy racial injustice, and that would be an honor that would be entirely appropriate.",68
1049,Tapper,Dr. Carson?,2
